100000 32570
200000 70243
300000 105388
400000 149156
500000 182042
600000 225998
700000 269470
800000 312059
900000 360254
1000000 393218
1100000 437250
1200000 471822
1300000 523236
1400000 566155
1500000 605093
1600000 642862
1700000 686582
1800000 734940
1900000 815158
2000000 824371
2100000 930571
2200000 968698
2300000 1.01E+06
2400000 1.07E+06
2500000 1.13E+06
2600000 1.16E+06
2700000 1.19E+06
2800000 1.30E+06
2900000 1.30E+06
3000000 1.34E+06
3100000 1.39E+06
3200000 1.47E+06
3300000 1.53E+06
3400000 1.51E+06
3500000 1.57E+06
3600000 1.61E+06
3700000 1.74E+06
3800000 1.73E+06
3900000 1.78E+06
4000000 1.85E+06
4100000 1.84E+06
4200000 1.95E+06
4300000 1.98E+06
4400000 2.05E+06
4500000 2.13E+06
4600000 2.22E+06
4700000 2.23E+06
4800000 2.22E+06
4900000 2.32E+06
5000000 2.37E+06
5100000 2.40E+06
5200000 2.49E+06
5300000 2.62E+06
5400000 2.57E+06
5500000 2.59E+06
5600000 2.70E+06
5700000 2.80E+06
5800000 2.77E+06
5900000 2.83E+06
6000000 2.97E+06
6100000 2.90E+06
6200000 3.00E+06
6300000 3.01E+06
6400000 3.08E+06
6500000 3.13E+06
6600000 3.15E+06
6700000 3.21E+06
6800000 3.29E+06
6900000 3.37E+06
7000000 3.44E+06
7100000 3.46E+06
7200000 3.53E+06
7300000 3.53E+06
7400000 3.63E+06
7500000 3.59E+06
7600000 3.61E+06
7700000 3.69E+06
7800000 3.75E+06
7900000 3.85E+06
8000000 3.87E+06
8100000 4.01E+06
8200000 3.90E+06
8300000 4.05E+06
8400000 4.11E+06
8500000 4.17E+06
8600000 4.32E+06
8700000 4.32E+06
8800000 4.28E+06
8900000 4.41E+06
9000000 4.42E+06
9100000 4.51E+06
9200000 4.57E+06
9300000 4.63E+06
9400000 4.65E+06
9500000 4.73E+06
9600000 4.79E+06
9700000 4.85E+06
9800000 4.95E+06
9900000 4.94E+06
10000000 5.04E+06
