100000 14506
200000 31180
300000 47294
400000 65178
500000 82590
600000 98966
700000 117952
800000 135883
900000 154078
1000000 180477
1100000 191231
1200000 213101
1300000 227930
1400000 249945
1500000 267458
1600000 287480
1700000 303718
1800000 323646
1900000 343226
2000000 360244
2100000 379080
2200000 400111
2300000 421053
2400000 440943
2500000 457763
2600000 478758
2700000 502399
2800000 517785
2900000 541354
3000000 562359
3100000 576683
3200000 598942
3300000 610392
3400000 633612
3500000 656578
3600000 682534
3700000 700796
3800000 717778
3900000 743826
4000000 754524
4100000 769699
4200000 796011
4300000 809820
4400000 828121
4500000 854512
4600000 883045
4700000 907772
4800000 920339
4900000 939181
5000000 952628
5100000 986938
5200000 1.02E+06
5300000 1.02E+06
5400000 1.05E+06
5500000 1.05E+06
5600000 1.08E+06
5700000 1.09E+06
5800000 1.12E+06
5900000 1.15E+06
6000000 1.20E+06
6100000 1.19E+06
6200000 1.22E+06
6300000 1.24E+06
6400000 1.26E+06
6500000 1.26E+06
6600000 1.28E+06
6700000 1.31E+06
6800000 1.33E+06
6900000 1.36E+06
7000000 1.37E+06
7100000 1.41E+06
7200000 1.41E+06
7300000 1.46E+06
7400000 1.47E+06
7500000 1.48E+06
7600000 1.50E+06
7700000 1.54E+06
7800000 1.53E+06
7900000 1.57E+06
8000000 1.58E+06
8100000 1.62E+06
8200000 1.62E+06
8300000 1.67E+06
8400000 1.66E+06
8500000 1.69E+06
8600000 1.72E+06
8700000 1.72E+06
8800000 1.80E+06
8900000 1.78E+06
9000000 1.84E+06
9100000 1.83E+06
9200000 1.88E+06
9300000 1.86E+06
9400000 1.88E+06
9500000 1.90E+06
9600000 1.94E+06
9700000 1.93E+06
9800000 1.98E+06
9900000 1.97E+06
10000000 1.99E+06
