100000 15196
200000 32644
300000 50808
400000 68707
500000 88692
600000 105756
700000 126371
800000 143601
900000 162470
1000000 181729
1100000 201086
1200000 221302
1300000 240269
1400000 261713
1500000 280561
1600000 303615
1700000 322567
1800000 341690
1900000 360985
2000000 382454
2100000 400523
2200000 430407
2300000 454511
2400000 466502
2500000 484595
2600000 507122
2700000 530949
2800000 547923
2900000 566876
3000000 590831
3100000 609633
3200000 631053
3300000 653226
3400000 678992
3500000 693900
3600000 727916
3700000 742262
3800000 777265
3900000 779059
4000000 805359
4100000 814316
4200000 852861
4300000 867588
4400000 901215
4500000 918468
4600000 939105
4700000 953291
4800000 978097
4900000 990938
5000000 1.01E+06
5100000 1.03E+06
5200000 1.04E+06
5300000 1.06E+06
5400000 1.09E+06
5500000 1.11E+06
5600000 1.13E+06
5700000 1.16E+06
5800000 1.18E+06
5900000 1.20E+06
6000000 1.22E+06
6100000 1.24E+06
6200000 1.26E+06
6300000 1.27E+06
6400000 1.30E+06
6500000 1.32E+06
6600000 1.35E+06
6700000 1.37E+06
6800000 1.43E+06
6900000 1.58E+06
7000000 1.44E+06
7100000 1.45E+06
7200000 1.48E+06
7300000 1.49E+06
7400000 1.51E+06
7500000 1.54E+06
7600000 1.60E+06
7700000 1.59E+06
7800000 1.62E+06
7900000 1.66E+06
8000000 1.69E+06
8100000 1.70E+06
8200000 1.71E+06
8300000 1.72E+06
8400000 1.73E+06
8500000 1.76E+06
8600000 1.79E+06
8700000 1.82E+06
8800000 1.84E+06
8900000 1.88E+06
9000000 1.90E+06
9100000 1.90E+06
9200000 1.92E+06
9300000 1.97E+06
9400000 1.97E+06
9500000 1.99E+06
9600000 2.03E+06
9700000 2.04E+06
9800000 2.06E+06
9900000 2.09E+06
10000000 2.12E+06
