1,506654
2,337356
3,256419
4,202804
5,170203
6,145433
7,127955
8,112959
9,102407
10,93233
11,85390
12,78714
13,73449
14,68426
15,64133
16,60909
17,57605
18,56668
19,55987
20,50553
21,48249
22,45081
23,43714
24,41765
25,40805
26,39241
27,37823
28,37135
29,36061
30,38463
31,33505
32,33014
33,31936
34,30711
35,30016
36,29876
37,28536
38,27466
39,26731
40,26448
41,29328
42,25746
43,25317
44,24781
45,24348
46,23794
47,22925
48,22990
49,22551
50,22051
51,21745
52,21379
53,20983
54,20865
55,20107
56,20043
57,19749
58,19063
59,19194
60,18974
61,18334
62,17753
63,19025
64,17842
65,17571
66,17347
67,17093
68,16852
69,16694
70,16305
71,16457
72,15999
73,15481
74,15454
75,15156
76,15008
77,14871
78,14842
79,14448
80,14482
81,14203
82,14208
83,14354
84,14435
85,15243
86,13471
87,13834
88,13383
89,13251
90,13220
91,12875
92,12980
93,12694
94,12707
95,12852
96,12723
97,12792
98,13524
99,12251
100,12429
