1 2399
2 2563
3 2714
4 2741
5 2792
6 2849
7 2870
8 3029
9 3092
10 2949
11 2959
12 2986
13 3047
14 3010
15 3021
16 3114
17 3086
18 3150
19 3066
20 3180
21 3090
22 3094
23 3352
24 3219
25 3167
26 3129
27 3132
28 3187
29 3690
30 4257
31 3251
32 3259
33 3165
34 3272
35 3179
36 4579
37 3191
38 3277
39 3203
40 3208
41 3205
42 3309
43 3598
44 3333
45 3328
46 3329
47 3490
48 3340
49 3657
50 3334
51 3343
52 3356
53 3353
54 3489
55 3351
56 3372
57 3354
58 3261
59 3373
60 3276
61 3303
62 3377
63 3637
64 3711
65 3384
66 4095
67 3389
68 3404
69 3394
70 3395
71 3361
72 3551
73 3307
74 3313
75 3342
76 3407
77 3318
78 3312
79 3321
80 3361
81 3323
82 3328
83 3431
84 3341
85 3374
86 3333
87 3337
88 3333
89 3335
90 3343
91 3342
92 3646
93 3342
94 3449
95 3364
96 3466
97 3455
98 3565
99 3486
100 3559
