1 1930
2 1996
3 2035
4 2068
5 2236
6 2212
7 2235
8 2213
9 2152
10 2193
11 2313
12 2279
13 2338
14 2325
15 2359
16 2267
17 2380
18 2309
19 2314
20 2524
21 2389
22 2326
23 2312
24 2326
25 2346
26 2325
27 2324
28 2353
29 2557
30 2364
31 2615
32 2367
33 2371
34 2395
35 2389
36 2421
37 2386
38 2383
39 2388
40 2417
41 2394
42 2389
43 2423
44 2414
45 2407
46 2430
47 2419
48 2428
49 2979
50 2417
51 2440
52 2450
53 2545
54 2514
55 2398
56 2733
57 2785
58 2398
59 3098
60 2675
61 2457
62 2508
63 2504
64 2608
65 2772
66 2730
67 2540
68 2646
69 2562
70 2586
71 2593
72 2596
73 2597
74 2564
75 2633
76 2581
77 2581
78 2600
79 2609
80 2590
81 2564
82 2613
83 2564
84 2621
85 2611
86 2695
87 2576
88 2629
89 2634
90 2596
91 2638
92 2632
93 2608
94 2584
95 2641
96 2653
97 2604
98 2637
99 2656
100 2647
