1,2493
2,2565
3,2675
4,2744
5,2794
6,2874
7,2963
8,2901
9,2937
10,2947
11,2971
12,3098
13,3443
14,3098
15,3142
16,3038
17,3286
18,3164
19,3077
20,3193
21,3135
22,3097
23,3108
24,3130
25,3204
26,3132
27,3136
28,3142
29,3146
30,3597
31,3164
32,3261
33,3168
34,3338
35,3271
36,3287
37,3199
38,3197
39,3199
40,3220
41,3207
42,3571
43,3317
44,3344
45,3349
46,3327
47,3456
48,3331
49,3762
50,3343
51,3373
52,3350
53,3361
54,3356
55,3357
56,3381
57,3391
58,3370
59,3270
60,3277
61,3372
62,3375
63,3379
64,3407
65,3398
66,3388
67,3406
68,3395
69,3398
70,4641
71,3709
72,3474
73,3310
74,3313
75,3448
76,3424
77,3311
78,3315
79,3322
80,3658
81,3326
82,3332
83,3539
84,3380
85,3754
86,3334
87,3945
88,3339
89,3519
90,3338
91,3343
92,3344
93,3350
94,3353
95,3356
96,3488
97,3526
98,3714
99,3408
100,3470
