1,9862
2,10635
3,11272
4,10139
5,11222
6,10700
7,10884
8,10996
9,11283
10,11135
11,10498
12,10859
13,10906
14,11162
15,10826
16,11110
17,10801
18,10571
19,14727
20,10978
21,10662
22,10674
23,10788
24,10647
25,10489
26,11105
27,11068
28,11041
29,11213
30,12465
31,10689
32,10620
33,10867
34,10974
35,10810
36,11246
37,10726
38,10557
39,10624
40,10806
41,13445
42,11141
43,11104
44,11374
45,11440
46,10983
47,11093
48,11264
49,11273
50,11038
51,10996
52,11060
53,10996
54,12715
55,10881
56,11024
57,11382
58,10967
59,10581
60,11106
61,10581
62,11159
63,11205
64,10936
65,11111
66,11361
67,10802
68,11254
69,10996
70,10598
71,11410
72,10738
73,11007
74,10648
75,10858
76,10706
77,10877
78,10960
79,10931
80,10715
81,10680
82,10636
83,11187
84,11785
85,12070
86,10748
87,13299
88,10796
89,10783
90,10743
91,10609
92,10850
93,10785
94,10823
95,11063
96,11025
97,11471
98,11830
99,10694
100,11050
