1 38711
2 39989
3 41012
4 41116
5 41588
6 42292
7 42447
8 42078
9 42274
10 42793
11 42850
12 42472
13 43079
14 42871
15 42992
16 42779
17 43042
18 43271
19 43981
20 43779
21 44459
22 42782
23 43729
24 43077
25 43906
26 43201
27 45217
28 43597
29 47169
30 49090
31 43788
32 53990
33 43652
34 43929
35 43949
36 47685
37 43305
38 42774
39 42654
40 43380
41 43591
42 43905
43 44247
44 44156
45 44016
46 43901
47 42830
48 43941
49 46468
50 43727
51 43862
52 43963
53 43995
54 44144
55 43767
56 43896
57 43693
58 43241
59 42990
60 43355
61 43495
62 43685
63 48564
64 43814
65 43696
66 43683
67 43671
68 43686
69 44461
70 43030
71 43232
72 42647
73 42732
74 42736
75 42868
76 42635
77 42400
78 43326
79 42519
80 42409
81 43678
82 42690
83 44131
84 43222
85 46114
86 42491
87 43924
88 42692
89 42681
90 42606
91 43142
92 42970
93 42495
94 42575
95 43424
96 43614
97 43947
98 44069
99 43328
100 43702
