10,0,mus,std_sort
10,19,mus,stable_sort
20,1,mus,std_sort
20,3,mus,stable_sort
30,1,mus,std_sort
30,5,mus,stable_sort
40,2,mus,std_sort
40,6,mus,stable_sort
50,3,mus,std_sort
50,8,mus,stable_sort
60,4,mus,std_sort
60,9,mus,stable_sort
70,5,mus,std_sort
70,10,mus,stable_sort
80,5,mus,std_sort
80,12,mus,stable_sort
90,5,mus,std_sort
90,13,mus,stable_sort
100,6,mus,std_sort
100,14,mus,stable_sort
110,7,mus,std_sort
110,16,mus,stable_sort
120,8,mus,std_sort
120,18,mus,stable_sort
130,8,mus,std_sort
130,19,mus,stable_sort
140,9,mus,std_sort
140,20,mus,stable_sort
150,10,mus,std_sort
150,22,mus,stable_sort
160,10,mus,std_sort
160,26,mus,stable_sort
170,10,mus,std_sort
170,26,mus,stable_sort
180,12,mus,std_sort
180,29,mus,stable_sort
190,13,mus,std_sort
190,30,mus,stable_sort
200,14,mus,std_sort
200,32,mus,stable_sort
210,14,mus,std_sort
210,35,mus,stable_sort
220,15,mus,std_sort
220,34,mus,stable_sort
230,15,mus,std_sort
230,38,mus,stable_sort
240,16,mus,std_sort
240,39,mus,stable_sort
250,19,mus,std_sort
250,42,mus,stable_sort
260,18,mus,std_sort
260,44,mus,stable_sort
270,19,mus,std_sort
270,45,mus,stable_sort
280,20,mus,std_sort
280,46,mus,stable_sort
290,20,mus,std_sort
290,48,mus,stable_sort
300,22,mus,std_sort
300,50,mus,stable_sort
310,23,mus,std_sort
310,51,mus,stable_sort
320,23,mus,std_sort
320,53,mus,stable_sort
330,24,mus,std_sort
330,56,mus,stable_sort
340,24,mus,std_sort
340,57,mus,stable_sort
350,26,mus,std_sort
350,58,mus,stable_sort
360,26,mus,std_sort
360,62,mus,stable_sort
370,28,mus,std_sort
370,65,mus,stable_sort
380,29,mus,std_sort
380,76,mus,stable_sort
390,28,mus,std_sort
390,65,mus,stable_sort
400,30,mus,std_sort
400,70,mus,stable_sort
410,31,mus,std_sort
410,73,mus,stable_sort
420,31,mus,std_sort
420,71,mus,stable_sort
430,32,mus,std_sort
430,75,mus,stable_sort
440,33,mus,std_sort
440,75,mus,stable_sort
450,33,mus,std_sort
450,80,mus,stable_sort
460,35,mus,std_sort
460,78,mus,stable_sort
470,35,mus,std_sort
470,84,mus,stable_sort
480,37,mus,std_sort
480,87,mus,stable_sort
490,38,mus,std_sort
490,86,mus,stable_sort
500,38,mus,std_sort
500,88,mus,stable_sort
510,39,mus,std_sort
510,94,mus,stable_sort
520,41,mus,std_sort
520,93,mus,stable_sort
530,41,mus,std_sort
530,97,mus,stable_sort
540,41,mus,std_sort
540,100,mus,stable_sort
550,42,mus,std_sort
550,100,mus,stable_sort
560,43,mus,std_sort
560,99,mus,stable_sort
570,45,mus,std_sort
570,104,mus,stable_sort
580,47,mus,std_sort
580,108,mus,stable_sort
590,46,mus,std_sort
590,106,mus,stable_sort
600,48,mus,std_sort
600,107,mus,stable_sort
610,48,mus,std_sort
610,109,mus,stable_sort
620,48,mus,std_sort
620,113,mus,stable_sort
630,49,mus,std_sort
630,116,mus,stable_sort
640,51,mus,std_sort
640,126,mus,stable_sort
650,51,mus,std_sort
650,128,mus,stable_sort
660,53,mus,std_sort
660,121,mus,stable_sort
670,54,mus,std_sort
670,127,mus,stable_sort
680,55,mus,std_sort
680,132,mus,stable_sort
690,56,mus,std_sort
690,123,mus,stable_sort
700,55,mus,std_sort
700,136,mus,stable_sort
