1000 3
2000 6
3000 9
4000 13
5000 17
6000 20
7000 24
8000 27
9000 30
10000 34
11000 37
12000 41
13000 44
14000 47
15000 51
16000 54
17000 58
18000 61
19000 64
20000 68
21000 71
22000 75
23000 78
24000 81
25000 85
26000 92
27000 92
28000 95
29000 98
30000 102
31000 105
32000 106
33000 114
34000 116
35000 119
36000 122
37000 131
38000 129
39000 133
40000 136
41000 139
42000 143
43000 146
44000 154
45000 153
46000 156
47000 160
48000 163
49000 214
50000 165
51000 178
52000 172
53000 180
54000 178
55000 181
56000 190
57000 194
58000 191
59000 197
60000 208
61000 202
62000 252
63000 217
64000 212
65000 272
66000 222
67000 223
68000 226
69000 235
70000 232
71000 236
72000 239
73000 242
74000 252
75000 256
76000 252
77000 255
78000 259
79000 295
80000 273
81000 270
82000 273
83000 276
84000 279
85000 282
86000 285
87000 327
88000 299
89000 295
90000 299
91000 302
92000 305
93000 317
94000 312
95000 316
96000 328
97000 322
98000 325
99000 330
100000 363
