1000 547
2000 1439
3000 2143
4000 2864
5000 3796
6000 5452
7000 6361
8000 7212
9000 8029
10000 8975
11000 11241
12000 10973
13000 11797
14000 12607
15000 13388
16000 14252
17000 15386
18000 16233
19000 17007
20000 18805
21000 20002
22000 23842
23000 24926
24000 26484
25000 27681
26000 28106
27000 29410
28000 30292
29000 31365
30000 32358
31000 33365
32000 38304
33000 35622
34000 36730
35000 37584
36000 38547
37000 39815
38000 42150
39000 41870
40000 42923
41000 44131
42000 45323
43000 46633
44000 47025
45000 48219
46000 49407
47000 50576
48000 51347
49000 52416
50000 54136
51000 54478
52000 54875
53000 56498
54000 57480
55000 58604
56000 59783
57000 60745
58000 62196
59000 63818
60000 64110
61000 64572
62000 72265
63000 67814
64000 67953
65000 73908
66000 70230
67000 71345
68000 73289
69000 72292
70000 73130
71000 73975
72000 75938
73000 82611
74000 85963
75000 80034
76000 79654
77000 85937
78000 82146
79000 84223
80000 88908
81000 88639
82000 86299
83000 91601
84000 91699
85000 93490
86000 101645
87000 108971
88000 107729
89000 110545
90000 110009
91000 111805
92000 115531
93000 116372
94000 116550
95000 118674
96000 117622
97000 119818
98000 119799
99000 121899
100000 126568
