10000,1194,mus,hoare_sort_wmt
20000,2559,mus,hoare_sort_wmt
30000,4095,mus,hoare_sort_wmt
40000,5542,mus,hoare_sort_wmt
50000,7013,mus,hoare_sort_wmt
60000,8443,mus,hoare_sort_wmt
70000,10128,mus,hoare_sort_wmt
80000,11662,mus,hoare_sort_wmt
90000,12954,mus,hoare_sort_wmt
100000,15044,mus,hoare_sort_wmt
110000,16289,mus,hoare_sort_wmt
120000,18234,mus,hoare_sort_wmt
130000,19768,mus,hoare_sort_wmt
140000,21217,mus,hoare_sort_wmt
150000,23388,mus,hoare_sort_wmt
160000,24879,mus,hoare_sort_wmt
170000,25592,mus,hoare_sort_wmt
180000,28090,mus,hoare_sort_wmt
190000,30400,mus,hoare_sort_wmt
200000,31268,mus,hoare_sort_wmt
210000,32920,mus,hoare_sort_wmt
220000,34078,mus,hoare_sort_wmt
230000,36753,mus,hoare_sort_wmt
240000,37998,mus,hoare_sort_wmt
250000,39738,mus,hoare_sort_wmt
260000,41399,mus,hoare_sort_wmt
270000,43507,mus,hoare_sort_wmt
280000,44871,mus,hoare_sort_wmt
290000,46600,mus,hoare_sort_wmt
300000,48419,mus,hoare_sort_wmt
310000,50244,mus,hoare_sort_wmt
320000,51655,mus,hoare_sort_wmt
330000,54247,mus,hoare_sort_wmt
340000,56068,mus,hoare_sort_wmt
350000,57087,mus,hoare_sort_wmt
360000,59862,mus,hoare_sort_wmt
370000,61093,mus,hoare_sort_wmt
380000,62680,mus,hoare_sort_wmt
390000,66332,mus,hoare_sort_wmt
400000,65460,mus,hoare_sort_wmt
410000,70173,mus,hoare_sort_wmt
420000,69881,mus,hoare_sort_wmt
430000,71331,mus,hoare_sort_wmt
440000,72794,mus,hoare_sort_wmt
450000,73419,mus,hoare_sort_wmt
460000,75956,mus,hoare_sort_wmt
470000,75727,mus,hoare_sort_wmt
480000,80443,mus,hoare_sort_wmt
490000,79427,mus,hoare_sort_wmt
500000,82945,mus,hoare_sort_wmt
