10,0,mus,std_sort
10,15,mus,mixed_sort
20,1,mus,std_sort
20,5,mus,mixed_sort
30,1,mus,std_sort
30,2,mus,mixed_sort
40,2,mus,std_sort
40,2,mus,mixed_sort
50,2,mus,std_sort
50,3,mus,mixed_sort
60,4,mus,std_sort
60,4,mus,mixed_sort
70,4,mus,std_sort
70,4,mus,mixed_sort
80,5,mus,std_sort
80,6,mus,mixed_sort
90,5,mus,std_sort
90,6,mus,mixed_sort
100,6,mus,std_sort
100,7,mus,mixed_sort
110,7,mus,std_sort
110,7,mus,mixed_sort
120,8,mus,std_sort
120,8,mus,mixed_sort
130,8,mus,std_sort
130,9,mus,mixed_sort
140,8,mus,std_sort
140,10,mus,mixed_sort
150,10,mus,std_sort
150,11,mus,mixed_sort
160,10,mus,std_sort
160,34,mus,mixed_sort
170,11,mus,std_sort
170,42,mus,mixed_sort
180,14,mus,std_sort
180,13,mus,mixed_sort
190,13,mus,std_sort
190,14,mus,mixed_sort
200,14,mus,std_sort
200,15,mus,mixed_sort
210,14,mus,std_sort
210,18,mus,mixed_sort
220,14,mus,std_sort
220,17,mus,mixed_sort
230,15,mus,std_sort
230,19,mus,mixed_sort
240,16,mus,std_sort
240,18,mus,mixed_sort
250,17,mus,std_sort
250,19,mus,mixed_sort
260,18,mus,std_sort
260,21,mus,mixed_sort
270,19,mus,std_sort
270,21,mus,mixed_sort
280,19,mus,std_sort
280,22,mus,mixed_sort
290,19,mus,std_sort
290,23,mus,mixed_sort
300,20,mus,std_sort
300,24,mus,mixed_sort
310,21,mus,std_sort
310,25,mus,mixed_sort
320,22,mus,std_sort
320,25,mus,mixed_sort
330,23,mus,std_sort
330,26,mus,mixed_sort
340,46,mus,std_sort
340,85,mus,mixed_sort
350,26,mus,std_sort
350,30,mus,mixed_sort
360,26,mus,std_sort
360,63,mus,mixed_sort
370,26,mus,std_sort
370,30,mus,mixed_sort
380,28,mus,std_sort
380,33,mus,mixed_sort
390,28,mus,std_sort
390,31,mus,mixed_sort
400,29,mus,std_sort
400,33,mus,mixed_sort
410,30,mus,std_sort
410,34,mus,mixed_sort
420,30,mus,std_sort
420,34,mus,mixed_sort
430,32,mus,std_sort
430,36,mus,mixed_sort
440,34,mus,std_sort
440,38,mus,mixed_sort
450,34,mus,std_sort
450,39,mus,mixed_sort
460,34,mus,std_sort
460,40,mus,mixed_sort
470,34,mus,std_sort
470,58,mus,mixed_sort
480,36,mus,std_sort
480,42,mus,mixed_sort
490,37,mus,std_sort
490,44,mus,mixed_sort
500,39,mus,std_sort
500,47,mus,mixed_sort
510,39,mus,std_sort
510,45,mus,mixed_sort
520,40,mus,std_sort
520,46,mus,mixed_sort
530,41,mus,std_sort
530,46,mus,mixed_sort
540,42,mus,std_sort
540,50,mus,mixed_sort
550,44,mus,std_sort
550,52,mus,mixed_sort
560,43,mus,std_sort
560,51,mus,mixed_sort
570,44,mus,std_sort
570,52,mus,mixed_sort
580,46,mus,std_sort
580,52,mus,mixed_sort
590,46,mus,std_sort
590,55,mus,mixed_sort
600,48,mus,std_sort
600,54,mus,mixed_sort
610,47,mus,std_sort
610,55,mus,mixed_sort
620,48,mus,std_sort
620,57,mus,mixed_sort
630,49,mus,std_sort
630,57,mus,mixed_sort
640,50,mus,std_sort
640,59,mus,mixed_sort
650,51,mus,std_sort
650,62,mus,mixed_sort
660,52,mus,std_sort
660,60,mus,mixed_sort
670,52,mus,std_sort
670,63,mus,mixed_sort
680,54,mus,std_sort
680,63,mus,mixed_sort
690,54,mus,std_sort
690,64,mus,mixed_sort
700,54,mus,std_sort
700,65,mus,mixed_sort
710,57,mus,std_sort
710,66,mus,mixed_sort
720,58,mus,std_sort
720,67,mus,mixed_sort
730,58,mus,std_sort
730,68,mus,mixed_sort
740,60,mus,std_sort
740,71,mus,mixed_sort
750,61,mus,std_sort
750,71,mus,mixed_sort
760,62,mus,std_sort
760,69,mus,mixed_sort
770,62,mus,std_sort
770,71,mus,mixed_sort
780,63,mus,std_sort
780,73,mus,mixed_sort
790,64,mus,std_sort
790,74,mus,mixed_sort
800,66,mus,std_sort
800,77,mus,mixed_sort
810,65,mus,std_sort
810,78,mus,mixed_sort
820,65,mus,std_sort
820,77,mus,mixed_sort
830,69,mus,std_sort
830,81,mus,mixed_sort
840,71,mus,std_sort
840,83,mus,mixed_sort
850,69,mus,std_sort
850,81,mus,mixed_sort
860,70,mus,std_sort
860,81,mus,mixed_sort
870,71,mus,std_sort
870,82,mus,mixed_sort
880,71,mus,std_sort
880,84,mus,mixed_sort
890,73,mus,std_sort
890,85,mus,mixed_sort
900,75,mus,std_sort
900,87,mus,mixed_sort
910,75,mus,std_sort
910,88,mus,mixed_sort
920,77,mus,std_sort
920,90,mus,mixed_sort
930,76,mus,std_sort
930,90,mus,mixed_sort
940,80,mus,std_sort
940,95,mus,mixed_sort
950,78,mus,std_sort
950,91,mus,mixed_sort
960,79,mus,std_sort
960,91,mus,mixed_sort
970,81,mus,std_sort
970,93,mus,mixed_sort
980,81,mus,std_sort
980,94,mus,mixed_sort
990,84,mus,std_sort
990,95,mus,mixed_sort
1000,84,mus,std_sort
1000,95,mus,mixed_sort
1010,83,mus,std_sort
1010,100,mus,mixed_sort
1020,88,mus,std_sort
1020,100,mus,mixed_sort
1030,89,mus,std_sort
1030,101,mus,mixed_sort
1040,87,mus,std_sort
1040,100,mus,mixed_sort
1050,87,mus,std_sort
1050,102,mus,mixed_sort
1060,88,mus,std_sort
1060,103,mus,mixed_sort
1070,89,mus,std_sort
1070,105,mus,mixed_sort
1080,93,mus,std_sort
1080,107,mus,mixed_sort
1090,92,mus,std_sort
1090,107,mus,mixed_sort
1100,95,mus,std_sort
1100,110,mus,mixed_sort
1110,94,mus,std_sort
1110,113,mus,mixed_sort
1120,94,mus,std_sort
1120,110,mus,mixed_sort
1130,96,mus,std_sort
1130,112,mus,mixed_sort
1140,96,mus,std_sort
1140,113,mus,mixed_sort
1150,97,mus,std_sort
1150,116,mus,mixed_sort
1160,99,mus,std_sort
1160,118,mus,mixed_sort
1170,100,mus,std_sort
1170,119,mus,mixed_sort
1180,100,mus,std_sort
1180,118,mus,mixed_sort
1190,102,mus,std_sort
1190,119,mus,mixed_sort
1200,101,mus,std_sort
1200,120,mus,mixed_sort
1210,104,mus,std_sort
1210,121,mus,mixed_sort
1220,104,mus,std_sort
1220,121,mus,mixed_sort
1230,105,mus,std_sort
1230,126,mus,mixed_sort
1240,105,mus,std_sort
1240,122,mus,mixed_sort
1250,108,mus,std_sort
1250,125,mus,mixed_sort
1260,111,mus,std_sort
1260,125,mus,mixed_sort
1270,108,mus,std_sort
1270,125,mus,mixed_sort
1280,113,mus,std_sort
1280,129,mus,mixed_sort
1290,111,mus,std_sort
1290,127,mus,mixed_sort
1300,113,mus,std_sort
1300,129,mus,mixed_sort
1310,111,mus,std_sort
1310,130,mus,mixed_sort
1320,112,mus,std_sort
1320,132,mus,mixed_sort
1330,114,mus,std_sort
1330,142,mus,mixed_sort
1340,128,mus,std_sort
1340,143,mus,mixed_sort
1350,118,mus,std_sort
1350,137,mus,mixed_sort
1360,120,mus,std_sort
1360,140,mus,mixed_sort
1370,118,mus,std_sort
1370,139,mus,mixed_sort
1380,121,mus,std_sort
1380,138,mus,mixed_sort
1390,120,mus,std_sort
1390,140,mus,mixed_sort
1400,121,mus,std_sort
1400,145,mus,mixed_sort
1410,122,mus,std_sort
1410,143,mus,mixed_sort
1420,124,mus,std_sort
1420,142,mus,mixed_sort
1430,129,mus,std_sort
1430,149,mus,mixed_sort
1440,130,mus,std_sort
1440,150,mus,mixed_sort
1450,128,mus,std_sort
1450,148,mus,mixed_sort
1460,140,mus,std_sort
1460,148,mus,mixed_sort
1470,128,mus,std_sort
1470,150,mus,mixed_sort
1480,128,mus,std_sort
1480,150,mus,mixed_sort
1490,128,mus,std_sort
1490,153,mus,mixed_sort
1500,130,mus,std_sort
1500,152,mus,mixed_sort
1510,134,mus,std_sort
1510,158,mus,mixed_sort
1520,135,mus,std_sort
1520,156,mus,mixed_sort
1530,133,mus,std_sort
1530,154,mus,mixed_sort
1540,134,mus,std_sort
1540,155,mus,mixed_sort
1550,137,mus,std_sort
1550,158,mus,mixed_sort
1560,140,mus,std_sort
1560,160,mus,mixed_sort
1570,141,mus,std_sort
1570,167,mus,mixed_sort
1580,142,mus,std_sort
1580,166,mus,mixed_sort
1590,143,mus,std_sort
1590,167,mus,mixed_sort
1600,141,mus,std_sort
1600,166,mus,mixed_sort
1610,141,mus,std_sort
1610,165,mus,mixed_sort
1620,145,mus,std_sort
1620,166,mus,mixed_sort
1630,145,mus,std_sort
1630,170,mus,mixed_sort
1640,144,mus,std_sort
1640,170,mus,mixed_sort
1650,160,mus,std_sort
1650,174,mus,mixed_sort
1660,152,mus,std_sort
1660,177,mus,mixed_sort
1670,156,mus,std_sort
1670,177,mus,mixed_sort
1680,149,mus,std_sort
1680,178,mus,mixed_sort
1690,152,mus,std_sort
1690,174,mus,mixed_sort
1700,152,mus,std_sort
1700,176,mus,mixed_sort
1710,152,mus,std_sort
1710,177,mus,mixed_sort
1720,153,mus,std_sort
1720,183,mus,mixed_sort
1730,160,mus,std_sort
1730,183,mus,mixed_sort
1740,153,mus,std_sort
1740,179,mus,mixed_sort
1750,158,mus,std_sort
1750,183,mus,mixed_sort
1760,156,mus,std_sort
1760,181,mus,mixed_sort
1770,158,mus,std_sort
1770,183,mus,mixed_sort
1780,167,mus,std_sort
1780,186,mus,mixed_sort
1790,165,mus,std_sort
1790,183,mus,mixed_sort
1800,167,mus,std_sort
1800,191,mus,mixed_sort
1810,162,mus,std_sort
1810,188,mus,mixed_sort
1820,162,mus,std_sort
