1000,64
2000,110
3000,165
4000,232
5000,296
6000,377
7000,425
8000,613
9000,635
10000,761
11000,816
12000,776
13000,849
14000,904
15000,1003
16000,1449
17000,1121
18000,1165
19000,1237
20000,1342
21000,1429
22000,1444
23000,1564
24000,1583
25000,1647
26000,1726
27000,2082
28000,1921
29000,1990
30000,2084
31000,2145
32000,2229
33000,2304
34000,2431
35000,2525
36000,2543
37000,2577
38000,2674
39000,2706
40000,2784
41000,2910
42000,2996
43000,3013
44000,3067
45000,3256
46000,3356
47000,3368
48000,3478
49000,3462
50000,3608
51000,3592
52000,3672
53000,3847
54000,3974
55000,3888
56000,4275
57000,4028
58000,4535
59000,4311
60000,4394
61000,4333
62000,4563
63000,4647
64000,4695
65000,4802
66000,4785
67000,4820
68000,5056
69000,4984
70000,5083
71000,5477
72000,5236
73000,5295
74000,5559
75000,5698
76000,5728
77000,5700
78000,5823
79000,5816
80000,6151
81000,5981
82000,6308
83000,5931
84000,6168
85000,6369
86000,6546
87000,6622
88000,6508
89000,6782
90000,6681
91000,6939
92000,7167
93000,6949
94000,6970
95000,7259
96000,7176
97000,7674
98000,7532
99000,7404
100000,7464
