1000,557
2000,1454
3000,2377
4000,3003
5000,4012
6000,5634
7000,6574
8000,7288
9000,8304
10000,11299
11000,10263
12000,11028
13000,11934
14000,12994
15000,13797
16000,14694
17000,18006
18000,16878
19000,17575
20000,19274
21000,20374
22000,24090
23000,26046
24000,26155
25000,26853
26000,27950
27000,29374
28000,30302
29000,31439
30000,32231
31000,34047
32000,34264
33000,36102
34000,37228
35000,37564
36000,39533
37000,40219
38000,41348
39000,41970
40000,42755
41000,44708
42000,45864
43000,46375
44000,47924
45000,49727
46000,50277
47000,51756
48000,52522
49000,52732
50000,54747
51000,54821
52000,56153
53000,57381
54000,57743
55000,61896
56000,61691
57000,63202
58000,64516
59000,63039
60000,66544
61000,65269
62000,68499
63000,68737
64000,69184
65000,71095
66000,70482
67000,72123
68000,73817
69000,75345
70000,76530
71000,77852
72000,77213
73000,78339
74000,80978
75000,82243
76000,83428
77000,87336
78000,83662
79000,85899
80000,89284
81000,91019
82000,90429
83000,92746
84000,97936
85000,98443
86000,105187
87000,111074
88000,114081
89000,113534
90000,116955
91000,116518
92000,119198
93000,116726
94000,121403
95000,121240
96000,120925
97000,121811
98000,125914
99000,124168
100000,125547
