1000,64
2000,103
3000,162
4000,222
5000,287
6000,347
7000,454
8000,477
9000,560
10000,629
11000,695
12000,762
13000,832
14000,905
15000,980
16000,1045
17000,1125
18000,1195
19000,1267
20000,1339
21000,1407
22000,1445
23000,1834
24000,1656
25000,1693
26000,1774
27000,1850
28000,1925
29000,1995
30000,2093
31000,2147
32000,2225
33000,2226
34000,2315
35000,2510
36000,2548
37000,2616
38000,2700
39000,2792
40000,2858
41000,2912
42000,3053
43000,3100
44000,3166
45000,3215
46000,3318
47000,3386
48000,3462
49000,3409
50000,3493
51000,3750
52000,3771
53000,3735
54000,3812
55000,4295
56000,3958
57000,4142
58000,4148
59000,4304
60000,4309
61000,4464
62000,4552
63000,4595
64000,5995
65000,4783
66000,4771
67000,4951
68000,5053
69000,5138
70000,5241
71000,5354
72000,5428
73000,5450
74000,5693
75000,5706
76000,5720
77000,5797
78000,5887
79000,5869
80000,5982
81000,5980
82000,6443
83000,6186
84000,6244
85000,6317
86000,6891
87000,6621
88000,6843
89000,6893
90000,6615
91000,6825
92000,6820
93000,7221
94000,7099
95000,7052
96000,7174
97000,7527
98000,7331
99000,7322
100000,7497
