1000,1121
2000,4449
3000,10289
4000,18276
5000,28554
6000,40996
7000,55962
8000,73052
9000,94127
10000,113975
11000,139496
12000,164243
13000,194638
14000,231660
15000,262860
16000,298087
17000,335610
18000,369788
19000,414352
20000,464163
21000,506905
22000,558147
23000,614841
24000,665221
25000,732270
26000,781057
27000,840140
28000,907202
29000,968911
30000,1.06E+06
31000,1.11E+06
32000,1.21E+06
