1000,203
2000,495
3000,766
4000,932
5000,1483
6000,1934
7000,2068
8000,2561
9000,2702
10000,2957
11000,3317
12000,3601
13000,3924
14000,4089
15000,4373
16000,4391
17000,5418
18000,5687
19000,5990
20000,6401
21000,6541
22000,7139
23000,7520
24000,7779
25000,7963
26000,8381
27000,8728
28000,8645
29000,8797
30000,8973
31000,9362
32000,9455
33000,11076
34000,12238
35000,12099
36000,12736
37000,12416
38000,12708
39000,13200
40000,13403
41000,14030
42000,14311
43000,14634
44000,14907
45000,15551
46000,15966
47000,16220
48000,16498
49000,16822
50000,17338
51000,17746
52000,17292
53000,18385
54000,17946
55000,18296
56000,18221
57000,18863
58000,19227
59000,19737
60000,19370
61000,19173
62000,20563
63000,19970
64000,19994
65000,20207
66000,22935
67000,23511
68000,24357
69000,24449
70000,25385
71000,25695
72000,27446
73000,26281
74000,27224
75000,27248
76000,27669
77000,27791
78000,27494
79000,29230
80000,28991
81000,28880
82000,29275
83000,29282
84000,30389
85000,32225
86000,32044
87000,31518
88000,32050
89000,32863
90000,33426
91000,32369
92000,34680
93000,33592
94000,34309
95000,33754
96000,34652
97000,34472
98000,35841
99000,37480
100000,37129
