1000,533
2000,1414
3000,2085
4000,2776
5000,3906
6000,5231
7000,6449
8000,7783
9000,8114
10000,9036
11000,9880
12000,10772
13000,11780
14000,12622
15000,13379
16000,14321
17000,15275
18000,16190
19000,17066
20000,18831
21000,19917
22000,24234
23000,25027
24000,25942
25000,27118
26000,28285
27000,29523
28000,30192
29000,31494
30000,32470
31000,33513
32000,34428
33000,36185
34000,41702
35000,37984
36000,41342
37000,40337
38000,41111
39000,42050
40000,43109
41000,44239
42000,45268
43000,46285
44000,47314
45000,48268
46000,49534
47000,50464
48000,51810
49000,52150
50000,53781
51000,54755
52000,55560
53000,56961
54000,57821
55000,58783
56000,59915
57000,61308
58000,62101
59000,63280
60000,64738
61000,65270
62000,66124
63000,66931
64000,70043
65000,69957
66000,70782
67000,71681
68000,72780
69000,73763
70000,74963
71000,75913
72000,77052
73000,78872
74000,79555
75000,80498
76000,81580
77000,86224
78000,85452
79000,84685
80000,88834
81000,89534
82000,87244
83000,91061
84000,93365
85000,94771
86000,105448
87000,109161
88000,110722
89000,109461
90000,110124
91000,111647
92000,111665
93000,113255
94000,115393
95000,116037
96000,117730
97000,119349
98000,120782
99000,122968
100000,124600
